ID,County,State,Median Price
ID - Nez Perce County,Nez Perce County,ID,268700
KY - Boone County,Boone County,KY,268690
GA - Harris County,Harris County,GA,268640
KY - Warren County,Warren County,KY,268430
NV - Elko County,Elko County,NV,268350
AK - Bristol Bay Borough,Bristol Bay Borough,AK,268130
WY - Natrona County,Natrona County,WY,267950
FL - Polk County,Polk County,FL,267940
NE - Lancaster County,Lancaster County,NE,267870
VA - Prince George County,Prince George County,VA,267680
ID - Custer County,Custer County,ID,266890
CT - Windham County,Windham County,CT,266580
ND - Williams County,Williams County,ND,265980
WI - Pierce County,Pierce County,WI,265320
WY - Converse County,Converse County,WY,265090
TN - Bradley County,Bradley County,TN,265030
MI - Clinton County,Clinton County,MI,264830
VA - Harrisonburg city,Harrisonburg city,VA,264800
VT - Windham County,Windham County,VT,264720
MN - Stearns County,Stearns County,MN,264530
OH - Holmes County,Holmes County,OH,264250
WI - Outagamie County,Outagamie County,WI,264050
TX - Bexar County,Bexar County,TX,264000
CO - Rio Blanco County,Rio Blanco County,CO,263860
CA - Del Norte County,Del Norte County,CA,263840
ND - Stark County,Stark County,ND,263770
MI - Allegan County,Allegan County,MI,263620
UT - Beaver County,Beaver County,UT,263570
KY - Woodford County,Woodford County,KY,263550
TX - Bandera County,Bandera County,TX,263280
GA - Fannin County,Fannin County,GA,263220
UT - Sanpete County,Sanpete County,UT,263210
NC - Pender County,Pender County,NC,262940
ID - Lemhi County,Lemhi County,ID,262900
VA - Caroline County,Caroline County,VA,262580
TX - Hood County,Hood County,TX,262480
ND - Ward County,Ward County,ND,262340
NJ - Camden County,Camden County,NJ,262320
OH - Clermont County,Clermont County,OH,262060
MO - Boone County,Boone County,MO,262050
GA - Gilmer County,Gilmer County,GA,262010
GA - Lumpkin County,Lumpkin County,GA,261890
ME - Androscoggin County,Androscoggin County,ME,261770
TX - Washington County,Washington County,TX,261160
NE - Douglas County,Douglas County,NE,261160
GA - Union County,Union County,GA,261040
NC - Gaston County,Gaston County,NC,260950
NC - Jackson County,Jackson County,NC,260900
CO - Fremont County,Fremont County,CO,260740
MD - Caroline County,Caroline County,MD,260240
VT - Bennington County,Bennington County,VT,260190
WI - Vilas County,Vilas County,WI,260190
GA - Carroll County,Carroll County,GA,259950
VA - Shenandoah County,Shenandoah County,VA,259910
MO - Camden County,Camden County,MO,259260
IA - Story County,Story County,IA,258670
NE - Washington County,Washington County,NE,258540
WV - Berkeley County,Berkeley County,WV,258140
WA - Okanogan County,Okanogan County,WA,258060
KS - Riley County,Riley County,KS,258010
IA - Polk County,Polk County,IA,257870
MI - Emmet County,Emmet County,MI,257350
NC - Clay County,Clay County,NC,257330
KS - Miami County,Miami County,KS,257240
MN - Goodhue County,Goodhue County,MN,257100
ID - Idaho County,Idaho County,ID,256990
CA - Sierra County,Sierra County,CA,256840
ND - Grand Forks County,Grand Forks County,ND,256780
VA - Newport News city,Newport News city,VA,256430
WI - Sauk County,Sauk County,WI,255830
CO - Phillips County,Phillips County,CO,255820
SD - Union County,Union County,SD,255590
MT - Lincoln County,Lincoln County,MT,255520
PA - Berks County,Berks County,PA,255510
MD - Wicomico County,Wicomico County,MD,255310
MT - Mineral County,Mineral County,MT,255040
FL - Escambia County,Escambia County,FL,255040
CA - Siskiyou County,Siskiyou County,CA,254850
NC - Forsyth County,Forsyth County,NC,254690
NV - Churchill County,Churchill County,NV,254690
FL - Citrus County,Citrus County,FL,254670
WA - Pacific County,Pacific County,WA,254280
IL - Monroe County,Monroe County,IL,254250
TX - Kerr County,Kerr County,TX,254100
TX - Fayette County,Fayette County,TX,253620
ID - Gem County,Gem County,ID,253620
KY - Campbell County,Campbell County,KY,253570
WY - Sweetwater County,Sweetwater County,WY,253540
MS - Lafayette County,Lafayette County,MS,253200
NY - Warren County,Warren County,NY,253170
MN - Becker County,Becker County,MN,253090
NC - Madison County,Madison County,NC,252690
NC - Guilford County,Guilford County,NC,252690
PA - Monroe County,Monroe County,PA,252440
TX - Bell County,Bell County,TX,252300
OH - Butler County,Butler County,OH,252290
ND - Dunn County,Dunn County,ND,252280
VA - King William County,King William County,VA,252150
TN - Dickson County,Dickson County,TN,251910
SD - Meade County,Meade County,SD,251790
MN - Hubbard County,Hubbard County,MN,251590
ID - Fremont County,Fremont County,ID,251200
KY - Kenton County,Kenton County,KY,250780
PA - Franklin County,Franklin County,PA,250730
KY - Jefferson County,Jefferson County,KY,250680
OH - Licking County,Licking County,OH,250610
MN - Isanti County,Isanti County,MN,250520
LA - Ascension Parish,Ascension Parish,LA,250410
LA - East Baton Rouge Parish,East Baton Rouge Parish,LA,250410
OH - Greene County,Greene County,OH,250070
TN - Shelby County,Shelby County,TN,250060
VA - Portsmouth city,Portsmouth city,VA,250000
ID - Jerome County,Jerome County,ID,249870
MI - Benzie County,Benzie County,MI,249790
NC - Alamance County,Alamance County,NC,249060
WI - Racine County,Racine County,WI,248890
NY - Sullivan County,Sullivan County,NY,248760
GA - Pike County,Pike County,GA,248400
MN - Blue Earth County,Blue Earth County,MN,247710
VA - Essex County,Essex County,VA,247710
WI - Columbia County,Columbia County,WI,247540
NC - Rowan County,Rowan County,NC,247410
WI - La Crosse County,La Crosse County,WI,247270
UT - Uintah County,Uintah County,UT,247150
TX - Walker County,Walker County,TX,246440
NY - Rensselaer County,Rensselaer County,NY,246240
TX - Austin County,Austin County,TX,245860
FL - Marion County,Marion County,FL,245660
VA - Westmoreland County,Westmoreland County,VA,245500
WY - Platte County,Platte County,WY,245490
LA - Jefferson Parish,Jefferson Parish,LA,245460
WA - Columbia County,Columbia County,WA,245050
PA - York County,York County,PA,244970
FL - Franklin County,Franklin County,FL,244930
AL - Tuscaloosa County,Tuscaloosa County,AL,244210
PA - Lebanon County,Lebanon County,PA,244040
TX - Smith County,Smith County,TX,243980
KY - Scott County,Scott County,KY,243930
MN - Nicollet County,Nicollet County,MN,243870
IA - Dickinson County,Dickinson County,IA,243650
VA - Rockbridge County,Rockbridge County,VA,243520
ID - Payette County,Payette County,ID,243240
TX - Glasscock County,Glasscock County,TX,243090
MN - Dodge County,Dodge County,MN,242840
LA - St. Charles Parish,St. Charles Parish,LA,242680
VA - King and Queen County,King and Queen County,VA,242410
WY - Fremont County,Fremont County,WY,242230
VT - Orange County,Orange County,VT,242200
LA - Livingston Parish,Livingston Parish,LA,242160
GA - Newton County,Newton County,GA,242140
IN - Brown County,Brown County,IN,242060
UT - Piute County,Piute County,UT,242030
NV - Humboldt County,Humboldt County,NV,241940
CO - Moffat County,Moffat County,CO,241800
ND - Morton County,Morton County,ND,241800
VA - Salem city,Salem city,VA,241780
WA - Ferry County,Ferry County,WA,241730
KY - Madison County,Madison County,KY,241260
MN - Cass County,Cass County,MN,241040
PA - Philadelphia County,Philadelphia County,PA,240830
SC - Richland County,Richland County,SC,240640
GA - White County,White County,GA,240600
OK - Wagoner County,Wagoner County,OK,240540
IN - LaGrange County,LaGrange County,IN,240320
VA - Amelia County,Amelia County,VA,240210
LA - West Feliciana Parish,West Feliciana Parish,LA,240040
MN - Otter Tail County,Otter Tail County,MN,239890
SC - Georgetown County,Georgetown County,SC,239680
IA - Warren County,Warren County,IA,239680
NC - Catawba County,Catawba County,NC,239580
IL - Grundy County,Grundy County,IL,239440
UT - Sevier County,Sevier County,UT,239410
KY - Shelby County,Shelby County,KY,239410
TX - Hunt County,Hunt County,TX,239400
OR - Union County,Union County,OR,239280
IL - DeKalb County,DeKalb County,IL,239220
VA - Hampton city,Hampton city,VA,239160
SC - Spartanburg County,Spartanburg County,SC,238030
NC - Haywood County,Haywood County,NC,237570
MI - Kalamazoo County,Kalamazoo County,MI,237450
ID - Benewah County,Benewah County,ID,237450
MT - Fallon County,Fallon County,MT,237120
AR - Faulkner County,Faulkner County,AR,236890
MT - Musselshell County,Musselshell County,MT,236880
LA - Plaquemines Parish,Plaquemines Parish,LA,236440
NE - Cass County,Cass County,NE,235950
MI - Macomb County,Macomb County,MI,235910
LA - Bossier Parish,Bossier Parish,LA,235590
SD - Brookings County,Brookings County,SD,235470
FL - Gulf County,Gulf County,FL,235300
NC - Craven County,Craven County,NC,235120
OK - Canadian County,Canadian County,OK,234960
WI - Iowa County,Iowa County,WI,234620
CA - Lassen County,Lassen County,CA,234530
NC - Harnett County,Harnett County,NC,234380
MO - Jefferson County,Jefferson County,MO,234360
UT - Garfield County,Garfield County,UT,234300
VA - Surry County,Surry County,VA,233860
TN - Anderson County,Anderson County,TN,233320
AK - Denali Borough,Denali Borough,AK,233300
ID - Oneida County,Oneida County,ID,232620
MO - Jackson County,Jackson County,MO,231920
UT - Duchesne County,Duchesne County,UT,231920
AL - Lee County,Lee County,AL,231800
CO - Huerfano County,Huerfano County,CO,231610
OH - Hamilton County,Hamilton County,OH,231470
WI - Calumet County,Calumet County,WI,231260
TX - McLennan County,McLennan County,TX,231250
LA - Lafayette Parish,Lafayette Parish,LA,231110
TX - Randall County,Randall County,TX,230960
TN - Cannon County,Cannon County,TN,230840
GA - Rabun County,Rabun County,GA,230800
ND - Billings County,Billings County,ND,230510
TX - Real County,Real County,TX,230400
NJ - Cumberland County,Cumberland County,NJ,230210
MT - Teton County,Teton County,MT,230140
WI - Chippewa County,Chippewa County,WI,230130
WI - Milwaukee County,Milwaukee County,WI,230110
SC - Pickens County,Pickens County,SC,230060
ID - Bingham County,Bingham County,ID,229970
LA - Calcasieu Parish,Calcasieu Parish,LA,229950
IN - Floyd County,Floyd County,IN,229500
OH - Wood County,Wood County,OH,229420
SC - Anderson County,Anderson County,SC,229200
NY - Erie County,Erie County,NY,229150
OH - Portage County,Portage County,OH,229150
AR - Saline County,Saline County,AR,229120
WI - Polk County,Polk County,WI,228830
WI - Sheboygan County,Sheboygan County,WI,228510
MO - Greene County,Greene County,MO,228490
ME - Kennebec County,Kennebec County,ME,228350
MD - Garrett County,Garrett County,MD,228350
IN - Morgan County,Morgan County,IN,228020
SC - Lexington County,Lexington County,SC,227930
IN - Tippecanoe County,Tippecanoe County,IN,227640
OK - Payne County,Payne County,OK,227590
VA - Richmond County,Richmond County,VA,227370
SC - Oconee County,Oconee County,SC,227300
OK - Rogers County,Rogers County,OK,227030
OK - Tulsa County,Tulsa County,OK,227030
MO - Stone County,Stone County,MO,226940
WI - Fond du Lac County,Fond du Lac County,WI,226910
IA - Dubuque County,Dubuque County,IA,226910
PA - Montour County,Montour County,PA,226840
IN - Lake County,Lake County,IN,226810
AZ - Gila County,Gila County,AZ,226770
MI - Berrien County,Berrien County,MI,226740
TX - Lee County,Lee County,TX,226690
MI - Monroe County,Monroe County,MI,226290
TN - Bedford County,Bedford County,TN,226280
WI - Dodge County,Dodge County,WI,225880
AL - St. Clair County,St. Clair County,AL,225750
IA - Winneshiek County,Winneshiek County,IA,225700
MN - Benton County,Benton County,MN,225620
PA - Dauphin County,Dauphin County,PA,225450
MN - Wabasha County,Wabasha County,MN,225380
NC - Perquimans County,Perquimans County,NC,225380
OK - Cleveland County,Cleveland County,OK,225350
KY - Jessamine County,Jessamine County,KY,225230
NV - Nye County,Nye County,NV,225090
ND - Oliver County,Oliver County,ND,224990
PA - Washington County,Washington County,PA,224960
MN - Pope County,Pope County,MN,224750
KS - Butler County,Butler County,KS,224730
OH - Miami County,Miami County,OH,224670
MN - Aitkin County,Aitkin County,MN,224520
WI - Portage County,Portage County,WI,224110
IA - Sioux County,Sioux County,IA,224090
TX - Hemphill County,Hemphill County,TX,224060
NC - Onslow County,Onslow County,NC,223920
KY - Bullitt County,Bullitt County,KY,223860
MI - Lapeer County,Lapeer County,MI,223790
MT - Custer County,Custer County,MT,223760
TN - Trousdale County,Trousdale County,TN,223450
WY - Goshen County,Goshen County,WY,223210
MI - Charlevoix County,Charlevoix County,MI,223090
VA - Northampton County,Northampton County,VA,223060
WY - Uinta County,Uinta County,WY,222740
AL - Jefferson County,Jefferson County,AL,222710
PA - Allegheny County,Allegheny County,PA,222300
VA - Dinwiddie County,Dinwiddie County,VA,222250
AL - Elmore County,Elmore County,AL,222170
ID - Cassia County,Cassia County,ID,221880
KY - Hardin County,Hardin County,KY,221720
ME - Waldo County,Waldo County,ME,221720
ND - McLean County,McLean County,ND,221670
WI - Rock County,Rock County,WI,221670
MS - Rankin County,Rankin County,MS,221580
OK - McClain County,McClain County,OK,221520
NC - Pasquotank County,Pasquotank County,NC,221430
CO - Yuma County,Yuma County,CO,221060
GA - Camden County,Camden County,GA,220760
OR - Baker County,Baker County,OR,220590
WI - Bayfield County,Bayfield County,WI,220460
ID - Owyhee County,Owyhee County,ID,220390
TN - Marshall County,Marshall County,TN,220360
NE - Buffalo County,Buffalo County,NE,220350
AK - Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,AK,220350
IA - Madison County,Madison County,IA,220240
NM - Doña Ana County,Doña Ana County,NM,220190
IN - Marion County,Marion County,IN,220000
WI - Oneida County,Oneida County,WI,219990
MD - Dorchester County,Dorchester County,MD,219800
MN - Morrison County,Morrison County,MN,219590
WY - Carbon County,Carbon County,WY,219470
MO - Franklin County,Franklin County,MO,219420
SC - Jasper County,Jasper County,SC,219380
WA - Lincoln County,Lincoln County,WA,219250
NC - Granville County,Granville County,NC,219090
PA - Union County,Union County,PA,219070
MI - Eaton County,Eaton County,MI,219030
NY - Ontario County,Ontario County,NY,219010
VA - Waynesboro city,Waynesboro city,VA,219000
VA - Colonial Heights city,Colonial Heights city,VA,218890
PA - Pike County,Pike County,PA,218850
OR - Wheeler County,Wheeler County,OR,218850
UT - Daggett County,Daggett County,UT,218710
WI - Marathon County,Marathon County,WI,218670
SD - Hughes County,Hughes County,SD,218600
TX - Grimes County,Grimes County,TX,218430
WV - Morgan County,Morgan County,WV,218330
NC - Macon County,Macon County,NC,218220
WI - Green County,Green County,WI,217980
NC - Davie County,Davie County,NC,217970
NJ - Salem County,Salem County,NJ,217910
NY - Greene County,Greene County,NY,217810
TX - Brewster County,Brewster County,TX,217480
CO - Dolores County,Dolores County,CO,217460
MI - Marquette County,Marquette County,MI,217420
TX - Hartley County,Hartley County,TX,217360
GA - Floyd County,Floyd County,GA,217280
PA - Wayne County,Wayne County,PA,217240
IA - Mills County,Mills County,IA,217020
WI - Sawyer County,Sawyer County,WI,216920
OK - Logan County,Logan County,OK,216890
TN - Smith County,Smith County,TN,216800
UT - Millard County,Millard County,UT,216690
MI - Barry County,Barry County,MI,216660
CO - Rio Grande County,Rio Grande County,CO,216500
MO - Cole County,Cole County,MO,216460
MT - Meagher County,Meagher County,MT,216430
TX - Lampasas County,Lampasas County,TX,216420
OH - Pickaway County,Pickaway County,OH,216410
FL - Baker County,Baker County,FL,216380
MN - Kandiyohi County,Kandiyohi County,MN,216370
NY - Schenectady County,Schenectady County,NY,216220
IN - Bartholomew County,Bartholomew County,IN,216190
NC - Yancey County,Yancey County,NC,216120
LA - West Baton Rouge Parish,West Baton Rouge Parish,LA,216070
MI - St. Clair County,St. Clair County,MI,215830
GA - Monroe County,Monroe County,GA,215780
OK - Oklahoma County,Oklahoma County,OK,215500
KS - Pottawatomie County,Pottawatomie County,KS,215480
WI - Winnebago County,Winnebago County,WI,215460
IL - McLean County,McLean County,IL,215120
TN - Coffee County,Coffee County,TN,214830
ME - Penobscot County,Penobscot County,ME,214820
FL - Columbia County,Columbia County,FL,214450
ID - Clearwater County,Clearwater County,ID,214400
MO - Warren County,Warren County,MO,214250
MN - St. Louis County,St. Louis County,MN,213960
ID - Elmore County,Elmore County,ID,213920
MN - Meeker County,Meeker County,MN,213850
GA - Spalding County,Spalding County,GA,213640
WY - Niobrara County,Niobrara County,WY,213410
NH - Sullivan County,Sullivan County,NH,213370
GA - Banks County,Banks County,GA,213260
MN - Carlton County,Carlton County,MN,213160
MN - Mille Lacs County,Mille Lacs County,MN,213160
SD - Codington County,Codington County,SD,213100
VA - Franklin County,Franklin County,VA,213010
WI - Dunn County,Dunn County,WI,212910
VA - Southampton County,Southampton County,VA,212840
TN - Greene County,Greene County,TN,212820
GA - Clayton County,Clayton County,GA,212780
MO - Ste. Genevieve County,Ste. Genevieve County,MO,212660
MN - Steele County,Steele County,MN,212470
TN - Cumberland County,Cumberland County,TN,212320
CO - Logan County,Logan County,CO,212310
IN - Clark County,Clark County,IN,212150
MO - Cape Girardeau County,Cape Girardeau County,MO,212130
MD - Baltimore city,Baltimore city,MD,212070
TN - Madison County,Madison County,TN,211900
LA - Tangipahoa Parish,Tangipahoa Parish,LA,211770
IL - Champaign County,Champaign County,IL,211760
TX - Lavaca County,Lavaca County,TX,211730
MN - McLeod County,McLeod County,MN,211670
FL - Wakulla County,Wakulla County,FL,211590
TX - Erath County,Erath County,TX,211370
VT - Rutland County,Rutland County,VT,211350
NC - Avery County,Avery County,NC,211190
NC - Davidson County,Davidson County,NC,211070
TX - Aransas County,Aransas County,TX,211020
OH - Wayne County,Wayne County,OH,210760
TX - Victoria County,Victoria County,TX,210720
NC - Ashe County,Ashe County,NC,210570
SC - Aiken County,Aiken County,SC,210520
PA - Perry County,Perry County,PA,210510
MN - Lake County,Lake County,MN,210180
GA - Putnam County,Putnam County,GA,210120
MN - Houston County,Houston County,MN,209990
NC - Mitchell County,Mitchell County,NC,209960
VT - Caledonia County,Caledonia County,VT,209920
SD - Clay County,Clay County,SD,209700
NE - Saunders County,Saunders County,NE,209610
VA - Staunton city,Staunton city,VA,209120
IA - Pottawattamie County,Pottawattamie County,IA,209040
ID - Camas County,Camas County,ID,208970
AL - Lauderdale County,Lauderdale County,AL,208640
WY - Hot Springs County,Hot Springs County,WY,208620
WY - Washakie County,Washakie County,WY,208510
NC - Swain County,Swain County,NC,208480
AL - Morgan County,Morgan County,AL,208460
IN - Dearborn County,Dearborn County,IN,208320
AZ - Cochise County,Cochise County,AZ,208100
GA - Lee County,Lee County,GA,207980
VA - Franklin city,Franklin city,VA,207840
NE - Kearney County,Kearney County,NE,207790
IN - Kosciusko County,Kosciusko County,IN,207600
OH - Lorain County,Lorain County,OH,207490
MN - Lake of the Woods County,Lake of the Woods County,MN,207420
TX - Lubbock County,Lubbock County,TX,207400
CO - Washington County,Washington County,CO,207390
WA - Adams County,Adams County,WA,207300
VA - Craig County,Craig County,VA,207250
GA - Butts County,Butts County,GA,207130
IN - Elkhart County,Elkhart County,IN,207060
GA - Bulloch County,Bulloch County,GA,206970
VT - Orleans County,Orleans County,VT,206820
MN - Winona County,Winona County,MN,206740
ID - Washington County,Washington County,ID,206680
IN - Warrick County,Warrick County,IN,206510
TX - Cooke County,Cooke County,TX,206460
TX - Gregg County,Gregg County,TX,206430
AR - Pulaski County,Pulaski County,AR,206300
GA - Whitfield County,Whitfield County,GA,206250
IA - Linn County,Linn County,IA,206210
MT - Treasure County,Treasure County,MT,205840
ID - Minidoka County,Minidoka County,ID,205710
NE - Banner County,Banner County,NE,205600
KY - McCracken County,McCracken County,KY,205540
TN - Sullivan County,Sullivan County,TN,205400
NC - Pamlico County,Pamlico County,NC,205390
NE - Hamilton County,Hamilton County,NE,205260
IA - Scott County,Scott County,IA,205220
WI - Burnett County,Burnett County,WI,204900
TN - Roane County,Roane County,TN,204890
VA - Lynchburg city,Lynchburg city,VA,204320
NC - Alleghany County,Alleghany County,NC,204160
MS - Lamar County,Lamar County,MS,204160
AZ - Yuma County,Yuma County,AZ,204080
VA - Radford city,Radford city,VA,204070
VA - Floyd County,Floyd County,VA,204000
MI - Midland County,Midland County,MI,203950
PA - Wyoming County,Wyoming County,PA,203890
NY - Madison County,Madison County,NY,203680
OH - Lake County,Lake County,OH,203620
WY - Weston County,Weston County,WY,203600
IA - Plymouth County,Plymouth County,IA,203490
VA - Page County,Page County,VA,203420
MN - Pine County,Pine County,MN,203410
PA - Carbon County,Carbon County,PA,203320
MI - Lenawee County,Lenawee County,MI,203240
NY - Jefferson County,Jefferson County,NY,203130
GA - Houston County,Houston County,GA,203130
MO - Johnson County,Johnson County,MO,203060
FL - Highlands County,Highlands County,FL,202970
TN - Jefferson County,Jefferson County,TN,202880
PA - Lackawanna County,Lackawanna County,PA,202830
NC - Cherokee County,Cherokee County,NC,202800
TN - Franklin County,Franklin County,TN,202500
MN - Beltrami County,Beltrami County,MN,202490
MS - Lee County,Lee County,MS,202470
OH - Madison County,Madison County,OH,202400
VA - Bath County,Bath County,VA,202370
SD - Lake County,Lake County,SD,202320
NM - Rio Arriba County,Rio Arriba County,NM,202250
MT - Hill County,Hill County,MT,202230
PA - Snyder County,Snyder County,PA,202050
OH - Summit County,Summit County,OH,201660
CO - Las Animas County,Las Animas County,CO,201520
PA - Susquehanna County,Susquehanna County,PA,201130
WI - Washburn County,Washburn County,WI,201130
VA - Charles City County,Charles City County,VA,201050
MN - Kanabec County,Kanabec County,MN,200880
AR - Craighead County,Craighead County,AR,200740
NC - Caldwell County,Caldwell County,NC,200370
IN - Franklin County,Franklin County,IN,200300
SD - Brown County,Brown County,SD,200210
IN - LaPorte County,LaPorte County,IN,200160
NM - Valencia County,Valencia County,NM,200020
WI - Oconto County,Oconto County,WI,199960
VA - Washington County,Washington County,VA,199890
NE - Gosper County,Gosper County,NE,199840
NC - Stanly County,Stanly County,NC,199720
NC - Pitt County,Pitt County,NC,199590
MI - Van Buren County,Van Buren County,MI,199490
WI - Kewaunee County,Kewaunee County,WI,199380
TN - DeKalb County,DeKalb County,TN,199360
NC - Burke County,Burke County,NC,199260
VA - Accomack County,Accomack County,VA,199230
MI - Antrim County,Antrim County,MI,199220
NY - Monroe County,Monroe County,NY,199060
MN - Polk County,Polk County,MN,199000
NE - Seward County,Seward County,NE,198960
AK - North Slope Borough,North Slope Borough,AK,198810
WI - Vernon County,Vernon County,WI,198650
WI - Trempealeau County,Trempealeau County,WI,198410
LA - Ouachita Parish,Ouachita Parish,LA,198300
MI - Jackson County,Jackson County,MI,198270
MT - Silver Bow County,Silver Bow County,MT,198020
GA - Troup County,Troup County,GA,198020
MN - Sibley County,Sibley County,MN,197900
MT - Judith Basin County,Judith Basin County,MT,197780
KY - Anderson County,Anderson County,KY,197720
GA - Lowndes County,Lowndes County,GA,197650
TN - Lincoln County,Lincoln County,TN,197600
KS - Sedgwick County,Sedgwick County,KS,197490
TX - Medina County,Medina County,TX,197400
ID - Gooding County,Gooding County,ID,197150
VA - Cumberland County,Cumberland County,VA,197110
NM - Catron County,Catron County,NM,197080
TN - Tipton County,Tipton County,TN,197070
OR - Morrow County,Morrow County,OR,197040
NV - Lander County,Lander County,NV,196970
IA - Bremer County,Bremer County,IA,196890
IN - Allen County,Allen County,IN,196810
AZ - Santa Cruz County,Santa Cruz County,AZ,196800
KY - Trigg County,Trigg County,KY,196750
CO - Lincoln County,Lincoln County,CO,196480
MS - Oktibbeha County,Oktibbeha County,MS,196400
KS - Ellis County,Ellis County,KS,196330
MN - Itasca County,Itasca County,MN,196300
SD - Hamlin County,Hamlin County,SD,196230
KS - Jefferson County,Jefferson County,KS,196160
MO - Webster County,Webster County,MO,196090
AL - Cullman County,Cullman County,AL,195940
NC - Nash County,Nash County,NC,195820
ID - Butte County,Butte County,ID,195820
NY - Hamilton County,Hamilton County,NY,195570
SD - Yankton County,Yankton County,SD,195290
PA - Fulton County,Fulton County,PA,195190
MS - Hancock County,Hancock County,MS,194770
MS - Harrison County,Harrison County,MS,194660
NC - Cumberland County,Cumberland County,NC,194640
IN - Dubois County,Dubois County,IN,194470
PA - Westmoreland County,Westmoreland County,PA,194330
GA - Liberty County,Liberty County,GA,194280
OK - Creek County,Creek County,OK,194260
ID - Caribou County,Caribou County,ID,194010
WI - Buffalo County,Buffalo County,WI,193930
NC - Wayne County,Wayne County,NC,193930
GA - Habersham County,Habersham County,GA,193910
IN - Ohio County,Ohio County,IN,193900
WA - Garfield County,Garfield County,WA,193810
OH - Mercer County,Mercer County,OH,193730
ND - Mountrail County,Mountrail County,ND,193490
LA - Terrebonne Parish,Terrebonne Parish,LA,193490
MO - Lincoln County,Lincoln County,MO,193470
MT - Valley County,Valley County,MT,193450
VA - Highland County,Highland County,VA,193420
TN - Monroe County,Monroe County,TN,193320
SD - McCook County,McCook County,SD,193290
ID - Bear Lake County,Bear Lake County,ID,193290
IA - Lyon County,Lyon County,IA,193240
MT - Daniels County,Daniels County,MT,193210
CO - Kit Carson County,Kit Carson County,CO,193130
TN - Meigs County,Meigs County,TN,193070
WV - Putnam County,Putnam County,WV,193010
CO - Saguache County,Saguache County,CO,193010
TX - Nueces County,Nueces County,TX,192990
TX - Colorado County,Colorado County,TX,192940
WI - Monroe County,Monroe County,WI,192870
AR - Lonoke County,Lonoke County,AR,192870
OH - Hancock County,Hancock County,OH,192820
OH - Knox County,Knox County,OH,192820
NM - Lincoln County,Lincoln County,NM,192800
IA - Cedar County,Cedar County,IA,192780
WI - Manitowoc County,Manitowoc County,WI,192750
GA - Muscogee County,Muscogee County,GA,192740
WI - Barron County,Barron County,WI,192640
GA - Lamar County,Lamar County,GA,192630
AK - Yakutat City and Borough,Yakutat City and Borough,AK,192620
NY - Onondaga County,Onondaga County,NY,192570
AR - Garland County,Garland County,AR,192350
CO - Alamosa County,Alamosa County,CO,192290
GA - Thomas County,Thomas County,GA,192210
WI - Marquette County,Marquette County,WI,192050
ID - Power County,Power County,ID,192040
MO - St. Louis city,St. Louis city,MO,191890
TX - Van Zandt County,Van Zandt County,TX,191860
WI - Green Lake County,Green Lake County,WI,191690
IL - Kankakee County,Kankakee County,IL,191610
MN - Fillmore County,Fillmore County,MN,191590
AZ - Navajo County,Navajo County,AZ,191570
MT - McCone County,McCone County,MT,191400
GA - Madison County,Madison County,GA,191370
TX - Mills County,Mills County,TX,191140
KY - Nelson County,Nelson County,KY,190970
SD - Moody County,Moody County,SD,190960
MO - Osage County,Osage County,MO,190870
IN - Harrison County,Harrison County,IN,190850
SC - Kershaw County,Kershaw County,SC,190780
TX - Harrison County,Harrison County,TX,190670
GA - Hart County,Hart County,GA,190640
TX - Caldwell County,Caldwell County,TX,190640
OH - Morrow County,Morrow County,OH,190610
VA - Amherst County,Amherst County,VA,190590
MI - Montcalm County,Montcalm County,MI,190590
NE - Howard County,Howard County,NE,190500
VA - Pulaski County,Pulaski County,VA,190400
NC - Lee County,Lee County,NC,190340
MN - Rock County,Rock County,MN,190330
SD - Brule County,Brule County,SD,190140
ME - Oxford County,Oxford County,ME,190110
TX - Tom Green County,Tom Green County,TX,189940
MN - Waseca County,Waseca County,MN,189870
TN - Giles County,Giles County,TN,189800
KY - Daviess County,Daviess County,KY,189800
MT - Chouteau County,Chouteau County,MT,189720
TX - Coryell County,Coryell County,TX,189600
MI - Cass County,Cass County,MI,189580
ID - Lewis County,Lewis County,ID,189430
NE - Madison County,Madison County,NE,189350
ND - Stutsman County,Stutsman County,ND,189290
KY - Bourbon County,Bourbon County,KY,189250
AL - Autauga County,Autauga County,AL,189230
TX - San Patricio County,San Patricio County,TX,189230
TX - Fannin County,Fannin County,TX,189110
OK - Kingfisher County,Kingfisher County,OK,189100
ID - Lincoln County,Lincoln County,ID,189060
MO - Clinton County,Clinton County,MO,188990
MI - Ionia County,Ionia County,MI,188980
GA - Jasper County,Jasper County,GA,188940
MI - Mason County,Mason County,MI,188940
NE - Platte County,Platte County,NE,188890
IN - St. Joseph County,St. Joseph County,IN,188880
MI - Muskegon County,Muskegon County,MI,188810
CO - Cheyenne County,Cheyenne County,CO,188810
GA - Haralson County,Haralson County,GA,188700
NY - Cayuga County,Cayuga County,NY,188580
OH - Cuyahoga County,Cuyahoga County,OH,188520
PA - Beaver County,Beaver County,PA,188340
NV - White Pine County,White Pine County,NV,188310
NE - Hall County,Hall County,NE,188310
IN - Posey County,Posey County,IN,188270
GA - Gordon County,Gordon County,GA,188220
IA - Marion County,Marion County,IA,188180
WI - Waupaca County,Waupaca County,WI,188160
TX - Franklin County,Franklin County,TX,188150
TX - Ector County,Ector County,TX,188140
